0.000000000000000000e+00,4.012478400000000000e+08
1.000000000000000000e+00,3.950724800000000000e+08
2.000000000000000000e+00,3.887783040000000000e+08
3.000000000000000000e+00,3.844513600000000000e+08
4.000000000000000000e+00,3.804849280000000000e+08
5.000000000000000000e+00,3.768234880000000000e+08
6.000000000000000000e+00,3.733625920000000000e+08
7.000000000000000000e+00,3.699564160000000000e+08
8.000000000000000000e+00,3.665216640000000000e+08
9.000000000000000000e+00,3.632618560000000000e+08
1.000000000000000000e+01,3.599150400000000000e+08
1.100000000000000000e+01,3.565381120000000000e+08
1.200000000000000000e+01,3.531803520000000000e+08
1.300000000000000000e+01,3.496354560000000000e+08
1.400000000000000000e+01,3.460520320000000000e+08
1.500000000000000000e+01,3.423006720000000000e+08
1.600000000000000000e+01,3.383443200000000000e+08
1.700000000000000000e+01,3.341164160000000000e+08
1.800000000000000000e+01,3.301258880000000000e+08
1.900000000000000000e+01,3.254383360000000000e+08
2.000000000000000000e+01,3.209080000000000000e+08
2.100000000000000000e+01,3.166592640000000000e+08
2.200000000000000000e+01,3.118347520000000000e+08
2.300000000000000000e+01,3.064416960000000000e+08
2.400000000000000000e+01,3.012570880000000000e+08
2.500000000000000000e+01,2.958624960000000000e+08
2.600000000000000000e+01,2.902137920000000000e+08
2.700000000000000000e+01,2.841649280000000000e+08
2.800000000000000000e+01,2.781645440000000000e+08
2.900000000000000000e+01,2.714247040000000000e+08
3.000000000000000000e+01,2.652407040000000000e+08
3.100000000000000000e+01,2.586812320000000000e+08
3.200000000000000000e+01,2.524988320000000000e+08
3.300000000000000000e+01,2.461663360000000000e+08
3.400000000000000000e+01,2.396514720000000000e+08
3.500000000000000000e+01,2.332362560000000000e+08
3.600000000000000000e+01,2.268188960000000000e+08
3.700000000000000000e+01,2.205419840000000000e+08
3.800000000000000000e+01,2.140574880000000000e+08
3.900000000000000000e+01,2.074202560000000000e+08
4.000000000000000000e+01,2.006400160000000000e+08
4.100000000000000000e+01,1.943429760000000000e+08
4.200000000000000000e+01,1.883624480000000000e+08
4.300000000000000000e+01,1.818845760000000000e+08
4.400000000000000000e+01,1.757937600000000000e+08
4.500000000000000000e+01,1.703030400000000000e+08
4.600000000000000000e+01,1.649185600000000000e+08
4.700000000000000000e+01,1.595329760000000000e+08
4.800000000000000000e+01,1.546570240000000000e+08
4.900000000000000000e+01,1.506134880000000000e+08
5.000000000000000000e+01,1.466695680000000000e+08
5.100000000000000000e+01,1.431309920000000000e+08
5.200000000000000000e+01,1.401117440000000000e+08
5.300000000000000000e+01,1.371493440000000000e+08
5.400000000000000000e+01,1.344795840000000000e+08
5.500000000000000000e+01,1.320099760000000000e+08
5.600000000000000000e+01,1.297745760000000000e+08
5.700000000000000000e+01,1.275632080000000000e+08
5.800000000000000000e+01,1.256940880000000000e+08
5.900000000000000000e+01,1.238432080000000000e+08
6.000000000000000000e+01,1.219831360000000000e+08
6.100000000000000000e+01,1.204282000000000000e+08
6.200000000000000000e+01,1.189521920000000000e+08
6.300000000000000000e+01,1.174766720000000000e+08
6.400000000000000000e+01,1.159867920000000000e+08
6.500000000000000000e+01,1.146380960000000000e+08
6.600000000000000000e+01,1.134652000000000000e+08
6.700000000000000000e+01,1.122109680000000000e+08
6.800000000000000000e+01,1.109727120000000000e+08
6.900000000000000000e+01,1.098123440000000000e+08
7.000000000000000000e+01,1.087608560000000000e+08
7.100000000000000000e+01,1.076417840000000000e+08
7.200000000000000000e+01,1.066782320000000000e+08
7.300000000000000000e+01,1.057264800000000000e+08
7.400000000000000000e+01,1.047214080000000000e+08
7.500000000000000000e+01,1.038000000000000000e+08
7.600000000000000000e+01,1.028897600000000000e+08
7.700000000000000000e+01,1.018895360000000000e+08
7.800000000000000000e+01,1.009482480000000000e+08
7.900000000000000000e+01,9.993457600000000000e+07
8.000000000000000000e+01,9.906232000000000000e+07
8.100000000000000000e+01,9.835785600000000000e+07
8.200000000000000000e+01,9.740511200000000000e+07
8.300000000000000000e+01,9.670465600000000000e+07
8.400000000000000000e+01,9.590540000000000000e+07
8.500000000000000000e+01,9.519461600000000000e+07
8.600000000000000000e+01,9.450842400000000000e+07
8.700000000000000000e+01,9.374406400000000000e+07
8.800000000000000000e+01,9.308803200000000000e+07
8.900000000000000000e+01,9.241003200000000000e+07
9.000000000000000000e+01,9.186717600000000000e+07
9.100000000000000000e+01,9.133080000000000000e+07
9.200000000000000000e+01,9.065416000000000000e+07
9.300000000000000000e+01,9.014587200000000000e+07
9.400000000000000000e+01,8.971652800000000000e+07
9.500000000000000000e+01,8.933070400000000000e+07
9.600000000000000000e+01,8.894227200000000000e+07
9.700000000000000000e+01,8.853322400000000000e+07
9.800000000000000000e+01,8.822004000000000000e+07
9.900000000000000000e+01,8.798748000000000000e+07
1.000000000000000000e+02,8.778590400000000000e+07
1.010000000000000000e+02,8.758300000000000000e+07
1.020000000000000000e+02,8.744102400000000000e+07
1.030000000000000000e+02,8.735841600000000000e+07
1.040000000000000000e+02,8.735841600000000000e+07
1.050000000000000000e+02,8.730368800000000000e+07
1.060000000000000000e+02,8.738903200000000000e+07
1.070000000000000000e+02,8.749573600000000000e+07
1.080000000000000000e+02,8.771108000000000000e+07
1.090000000000000000e+02,8.784792800000000000e+07
1.100000000000000000e+02,8.812000800000000000e+07
1.110000000000000000e+02,8.847288800000000000e+07
1.120000000000000000e+02,8.883093600000000000e+07
1.130000000000000000e+02,8.919710400000000000e+07
1.140000000000000000e+02,8.969947200000000000e+07
1.150000000000000000e+02,9.025492000000000000e+07
1.160000000000000000e+02,9.092322400000000000e+07
1.170000000000000000e+02,9.158929600000000000e+07
1.180000000000000000e+02,9.228192800000000000e+07
1.190000000000000000e+02,9.311139200000000000e+07
1.200000000000000000e+02,9.404411200000000000e+07
1.210000000000000000e+02,9.506680000000000000e+07
1.220000000000000000e+02,9.608499200000000000e+07
1.230000000000000000e+02,9.721768000000000000e+07
1.240000000000000000e+02,9.830145600000000000e+07
1.250000000000000000e+02,9.945852800000000000e+07
1.260000000000000000e+02,1.008574640000000000e+08
1.270000000000000000e+02,1.020387280000000000e+08
1.280000000000000000e+02,1.034833040000000000e+08
1.290000000000000000e+02,1.051363680000000000e+08
1.300000000000000000e+02,1.066764480000000000e+08
1.310000000000000000e+02,1.083183760000000000e+08
1.320000000000000000e+02,1.100435680000000000e+08
1.330000000000000000e+02,1.118118240000000000e+08
1.340000000000000000e+02,1.138158240000000000e+08
1.350000000000000000e+02,1.156946560000000000e+08
1.360000000000000000e+02,1.177349840000000000e+08
1.370000000000000000e+02,1.199737600000000000e+08
1.380000000000000000e+02,1.222100400000000000e+08
1.390000000000000000e+02,1.246778640000000000e+08
1.400000000000000000e+02,1.272909920000000000e+08
1.410000000000000000e+02,1.299420640000000000e+08
1.420000000000000000e+02,1.326339040000000000e+08
1.430000000000000000e+02,1.356554720000000000e+08
1.440000000000000000e+02,1.385532320000000000e+08
1.450000000000000000e+02,1.417451200000000000e+08
1.460000000000000000e+02,1.450171040000000000e+08
1.470000000000000000e+02,1.483453600000000000e+08
1.480000000000000000e+02,1.520472000000000000e+08
1.490000000000000000e+02,1.558247200000000000e+08
1.500000000000000000e+02,1.597469440000000000e+08
1.510000000000000000e+02,1.634030240000000000e+08
1.520000000000000000e+02,1.674282400000000000e+08
1.530000000000000000e+02,1.715861760000000000e+08
1.540000000000000000e+02,1.760215840000000000e+08
1.550000000000000000e+02,1.801749920000000000e+08
1.560000000000000000e+02,1.845715520000000000e+08
1.570000000000000000e+02,1.887533600000000000e+08
1.580000000000000000e+02,1.928990400000000000e+08
1.590000000000000000e+02,1.971668800000000000e+08
1.600000000000000000e+02,2.014340320000000000e+08
1.610000000000000000e+02,2.054881120000000000e+08
1.620000000000000000e+02,2.098951040000000000e+08
1.630000000000000000e+02,2.143436800000000000e+08
1.640000000000000000e+02,2.188770240000000000e+08
1.650000000000000000e+02,2.235870720000000000e+08
1.660000000000000000e+02,2.283225760000000000e+08
1.670000000000000000e+02,2.329117120000000000e+08
1.680000000000000000e+02,2.376811680000000000e+08
1.690000000000000000e+02,2.426633600000000000e+08
1.700000000000000000e+02,2.475164160000000000e+08
1.710000000000000000e+02,2.528798880000000000e+08
1.720000000000000000e+02,2.581533920000000000e+08
1.730000000000000000e+02,2.634931360000000000e+08
1.740000000000000000e+02,2.690244800000000000e+08
1.750000000000000000e+02,2.743194240000000000e+08
1.760000000000000000e+02,2.798515520000000000e+08
1.770000000000000000e+02,2.855115200000000000e+08
1.780000000000000000e+02,2.908994240000000000e+08
1.790000000000000000e+02,2.964623680000000000e+08
1.800000000000000000e+02,3.025695360000000000e+08
1.810000000000000000e+02,3.082104320000000000e+08
1.820000000000000000e+02,3.137570240000000000e+08
1.830000000000000000e+02,3.191679360000000000e+08
1.840000000000000000e+02,3.243079040000000000e+08
1.850000000000000000e+02,3.291256320000000000e+08
1.860000000000000000e+02,3.335373440000000000e+08
1.870000000000000000e+02,3.377539520000000000e+08
1.880000000000000000e+02,3.417736960000000000e+08
1.890000000000000000e+02,3.452929920000000000e+08
1.900000000000000000e+02,3.486329600000000000e+08
1.910000000000000000e+02,3.516643200000000000e+08
1.920000000000000000e+02,3.545641600000000000e+08
